air_scraped,air_Neighborhood,air_Count Listings,air_Sum Accomodations,air_Count Licensed,air_Count Exempt,air_Pct. Licensed,air_Pct. License Exempt,air_Avg. Reviews/Listing,air_Unique Hosts (count),air_Med. Host Distance (km.),air_Med. Price,air_Avg. Price,air_Avg. Avlblty / Next 30d
2019-06-14,South Boston Waterfront,96,321,0,0,0.0,0.0,12.58,31,4012.13,250.0,335.77,15.49
2019-06-14,South End,389,1233,0,0,0.0,0.0,47.66,212,2.73,175.0,229.01,7.39
2019-06-14,West End,139,531,0,0,0.0,0.0,15.32,34,301.48,250.0,340.73,10.81
2019-06-14,West Roxbury,74,249,0,0,0.0,0.0,33.51,48,12.41,87.0,114.04,9.99
2019-07-14,Allston,324,1003,0,0,0.0,0.0,24.63,185,6.48,88.5,185.36,5.02
2019-07-14,Back Bay,413,1422,0,0,0.0,0.0,33.75,191,2.71,215.0,306.3,6.26
2019-07-14,Bay Village,45,139,12,0,26.67,0.0,26.87,23,2183.38,139.0,183.76,10.64
2019-07-14,Beacon Hill,236,725,0,0,0.0,0.0,45.74,141,0.89,168.5,196.74,6.15
2019-07-14,Brighton,330,1007,0,0,0.0,0.0,31.67,212,8.56,80.0,117.86,6.39
2019-07-14,Charlestown,146,548,0,0,0.0,0.0,36.17,108,2.35,199.5,229.82,7.05
2019-07-14,Chinatown,136,501,0,0,0.0,0.0,22.14,37,305.71,238.0,274.49,11.32
2019-07-14,Dorchester,528,1855,0,0,0.0,0.0,46.5,233,6.95,75.0,112.87,9.31
2019-07-14,Downtown,473,1715,0,0,0.0,0.0,27.57,132,2184.02,199.0,263.45,10.75
2019-07-14,East Boston,333,1140,0,0,0.0,0.0,65.47,185,2.92,100.0,128.3,6.66
2019-07-14,Fenway,375,1266,0,0,0.0,0.0,20.97,154,297.9,200.0,234.4,10.73
2019-07-14,Hyde Park,48,136,0,0,0.0,0.0,31.17,35,13.7,71.5,82.79,11.23
2019-07-14,Jamaica Plain,470,1673,0,0,0.0,0.0,39.13,304,6.96,125.0,248.33,6.54
2019-07-14,Leather District,4,12,0,0,0.0,0.0,1.5,4,0.97,174.5,241.0,5.5
2019-07-14,Longwood Medical Area,11,28,0,0,0.0,0.0,102.27,9,4.7,105.0,116.18,4.18
2019-07-14,Mattapan,47,156,0,0,0.0,0.0,41.72,22,9.81,72.0,79.45,13.81
2019-07-14,Mission Hill,199,804,0,0,0.0,0.0,18.02,85,296.31,199.0,215.67,11.02
2019-07-14,North End,231,992,0,0,0.0,0.0,82.8,112,0.77,175.0,202.88,6.2
2019-07-14,Roslindale,108,328,0,0,0.0,0.0,35.37,75,10.47,72.5,91.34,7.1
2019-07-14,Roxbury,353,1186,0,0,0.0,0.0,42.52,167,4.93,80.0,139.02,8.73
2019-07-14,South Boston,314,1317,0,0,0.0,0.0,39.66,181,3.35,179.5,227.58,8.08
2019-07-14,South Boston Waterfront,106,345,0,0,0.0,0.0,12.32,38,3098.99,250.0,321.26,16.94
2019-07-14,South End,387,1206,0,0,0.0,0.0,46.26,210,2.79,175.0,222.32,6.04
2019-07-14,West End,140,532,0,0,0.0,0.0,15.79,35,301.33,250.0,340.31,11.11
2019-07-14,West Roxbury,78,263,0,0,0.0,0.0,35.64,50,12.43,89.0,116.03,9.85
2019-07-15,Allston,1,1,0,0,0.0,0.0,2.0,1,21.75,35.0,35.0,0.0
2019-07-15,Bay Village,1,5,0,0,0.0,0.0,13.0,1,1.5,500.0,500.0,0.0
2019-08-19,Allston,320,943,0,0,0.0,0.0,25.37,187,6.45,85.0,168.38,4.46
2019-08-19,Back Bay,408,1385,0,0,0.0,0.0,34.6,194,2.71,200.0,279.11,6.32
2019-08-19,Bay Village,47,143,11,0,23.4,0.0,27.94,25,307.14,150.0,226.23,12.0
2019-08-19,Beacon Hill,231,716,0,0,0.0,0.0,47.39,138,0.87,169.0,215.48,6.25
2019-08-19,Brighton,325,993,0,0,0.0,0.0,33.12,205,8.68,85.0,124.88,4.62
2019-08-19,Charlestown,141,536,0,0,0.0,0.0,39.11,104,2.3,200.0,234.71,8.32
2019-08-19,Chinatown,140,520,0,0,0.0,0.0,22.94,38,305.7,249.0,273.58,14.63
2019-08-19,Dorchester,528,1845,0,0,0.0,0.0,47.73,229,6.93,75.0,113.23,9.4
2019-08-19,Downtown,487,1787,0,0,0.0,0.0,29.2,136,2183.94,199.0,260.33,11.45
2019-08-19,East Boston,330,1114,0,0,0.0,0.0,67.65,186,2.94,104.0,128.96,7.46
2019-08-19,Fenway,368,1251,0,0,0.0,0.0,23.12,156,297.91,200.0,227.91,10.07
2019-08-19,Hyde Park,47,129,0,0,0.0,0.0,30.66,34,14.11,69.0,82.28,10.15
2019-08-19,Jamaica Plain,478,1738,0,0,0.0,0.0,40.71,305,6.97,125.0,259.4,5.18
2019-08-19,Leather District,4,12,0,0,0.0,0.0,3.5,4,0.97,174.5,241.0,1.5
2019-08-19,Longwood Medical Area,11,28,0,0,0.0,0.0,106.18,9,4.7,105.0,115.09,3.73
2019-08-19,Mattapan,49,155,0,0,0.0,0.0,48.1,22,9.7,70.0,75.0,12.92
2019-08-19,Mission Hill,198,808,0,0,0.0,0.0,18.04,85,296.34,199.0,218.96,11.92
2019-08-19,North End,224,946,0,0,0.0,0.0,86.04,114,0.77,178.5,207.03,7.83
2019-08-19,Roslindale,103,315,0,0,0.0,0.0,36.95,74,10.54,69.0,89.73,6.9
2019-08-19,Roxbury,352,1180,0,0,0.0,0.0,44.59,171,4.96,80.0,141.51,8.18
2019-08-19,South Boston,305,1253,0,0,0.0,0.0,43.39,181,3.31,173.0,228.45,6.74
2019-08-19,South Boston Waterfront,107,355,0,0,0.0,0.0,12.82,39,2729.13,250.0,330.69,16.58
2019-08-19,South End,380,1176,0,0,0.0,0.0,48.37,208,2.79,175.0,223.25,6.37
2019-08-19,West End,129,485,0,0,0.0,0.0,16.33,34,301.3,249.0,294.48,14.48
2019-08-19,West Roxbury,79,267,0,0,0.0,0.0,37.47,51,12.46,89.0,114.49,9.7
2019-09-22,Allston,319,882,8,0,2.51,0.0,21.35,166,6.3,95.0,129.09,6.52
2019-09-22,Back Bay,325,1078,14,0,4.31,0.0,36.38,177,2.76,200.0,250.03,6.51
2019-09-22,Bay Village,49,131,16,0,32.65,0.0,22.82,24,2183.38,140.0,205.88,12.22
2019-09-22,Beacon Hill,204,613,4,0,1.96,0.0,49.24,128,0.9,170.5,200.91,5.08
2019-09-22,Brighton,295,888,34,0,11.53,0.0,35.11,196,8.59,80.0,121.31,5.23
2019-09-22,Charlestown,131,491,19,0,14.5,0.0,37.13,97,2.42,200.0,239.8,7.26
2019-09-22,Chinatown,117,412,0,0,0.0,0.0,23.91,31,305.75,235.0,269.42,9.2
2019-09-22,Dorchester,536,1829,59,0,11.01,0.0,48.84,226,6.86,75.0,108.1,10.4
2019-09-22,Downtown,415,1494,6,0,1.45,0.0,29.93,115,2184.21,200.0,264.42,10.93
2019-09-22,East Boston,311,1022,48,0,15.43,0.0,71.13,176,2.83,105.0,125.94,7.67
2019-09-22,Fenway,337,1145,7,0,2.08,0.0,23.37,145,302.51,210.0,230.36,9.41
2019-09-22,Hyde Park,45,119,4,0,8.89,0.0,31.47,33,13.8,65.0,81.84,14.4
2019-09-22,Jamaica Plain,405,1459,57,0,14.07,0.0,47.32,285,6.89,115.0,254.84,5.23
2019-09-22,Leather District,4,12,0,0,0.0,0.0,3.75,4,0.97,174.5,241.0,3.0
2019-09-22,Longwood Medical Area,10,22,0,0,0.0,0.0,115.6,8,4.75,102.5,114.3,3.3
2019-09-22,Mattapan,53,171,12,0,22.64,0.0,42.21,26,9.54,75.0,82.11,14.68
2019-09-22,Mission Hill,172,729,4,0,2.33,0.0,19.16,74,296.38,199.0,222.4,12.37
2019-09-22,North End,178,746,6,0,3.37,0.0,93.46,98,0.79,176.5,205.71,5.82
2019-09-22,Roslindale,103,310,20,0,19.42,0.0,38.63,73,10.6,69.0,97.04,9.12
2019-09-22,Roxbury,315,1057,26,0,8.25,0.0,45.97,165,4.95,80.0,146.76,7.51
2019-09-22,South Boston,251,996,36,0,14.34,0.0,44.25,163,3.28,167.0,225.47,5.69
2019-09-22,South Boston Waterfront,105,335,1,0,0.95,0.0,14.15,38,2185.76,250.0,325.0,15.02
2019-09-22,South End,344,1051,41,0,11.92,0.0,49.61,190,2.81,165.0,224.54,6.17
2019-09-22,West End,131,491,2,0,1.53,0.0,16.33,33,301.48,249.0,292.62,13.08
2019-09-22,West Roxbury,75,255,17,0,22.67,0.0,37.31,49,12.46,80.0,108.32,8.77
2019-10-11,Jamaica Plain,1,2,0,0,0.0,0.0,12.0,1,7.87,50.0,50.0,0.0
2019-10-18,Allston,108,258,0,0,0.0,0.0,11.35,90,6.45,71.0,98.29,0.3
2019-10-18,Back Bay,135,454,3,0,2.22,0.0,20.18,98,2.62,219.0,260.44,2.64
2019-10-18,Bay Village,9,22,0,0,0.0,0.0,28.33,9,1.5,139.0,254.11,2.56
2019-10-18,Beacon Hill,85,246,1,0,1.18,0.0,26.48,77,0.87,180.0,196.22,0.73
2019-10-18,Brighton,104,250,2,0,1.92,0.0,8.11,82,8.58,72.5,92.24,1.42
2019-10-18,Charlestown,41,155,2,0,4.88,0.0,16.29,38,2.63,240.0,265.44,0.07
2019-10-18,Chinatown,52,166,0,0,0.0,0.0,23.08,21,2184.14,219.0,277.1,8.17
2019-10-18,Dorchester,66,204,9,0,13.64,0.0,31.8,53,6.77,91.0,103.48,0.86
2019-10-18,Downtown,150,520,1,0,0.67,0.0,34.59,71,30.18,200.0,279.15,6.84
2019-10-18,East Boston,82,279,5,0,6.1,0.0,35.88,63,2.63,113.0,130.46,0.0
2019-10-18,Fenway,84,210,0,0,0.0,0.0,10.13,78,3.88,117.5,149.17,0.0
2019-10-18,Hyde Park,7,14,0,0,0.0,0.0,2.86,6,13.56,60.0,88.86,0.0
2019-10-18,Jamaica Plain,159,548,8,0,5.03,0.0,20.6,133,6.92,100.0,136.86,0.52
2019-10-18,Leather District,3,10,0,0,0.0,0.0,4.0,3,0.96,179.0,264.67,0.0
2019-10-18,Longwood Medical Area,5,16,0,0,0.0,0.0,9.6,4,4.79,112.0,109.2,0.0
2019-10-18,Mattapan,7,18,3,0,42.86,0.0,5.14,5,9.52,80.0,95.29,10.14
2019-10-18,Mission Hill,45,93,0,0,0.0,0.0,4.29,41,5.12,73.0,87.04,0.16
2019-10-18,North End,52,164,1,0,1.92,0.0,21.52,47,0.77,163.5,197.88,0.04
2019-10-18,Roslindale,12,31,0,0,0.0,0.0,13.75,12,10.85,66.0,74.92,0.0
2019-10-18,Roxbury,86,241,1,0,1.16,0.0,23.36,61,4.88,75.0,98.69,0.73
2019-10-18,South Boston,62,198,6,0,9.68,0.0,10.08,60,3.36,158.5,192.27,0.16
2019-10-18,South Boston Waterfront,19,50,0,0,0.0,0.0,15.63,16,1.56,220.0,388.21,0.0
2019-10-18,South End,119,332,7,0,5.88,0.0,18.02,96,2.73,165.0,181.43,3.11
2019-10-18,West End,20,84,1,0,5.0,0.0,14.2,14,3645.86,244.5,491.8,0.0
2019-10-18,West Roxbury,18,52,2,0,11.11,0.0,13.72,16,12.68,100.0,95.94,0.0
2019-10-19,Allston,179,492,15,0,8.38,0.0,30.26,70,6.19,111.0,132.25,10.17
2019-10-19,Back Bay,170,572,12,0,7.06,0.0,46.95,76,21.27,199.0,248.66,9.26
2019-10-19,Bay Village,45,117,23,0,51.11,0.0,25.56,15,2183.41,150.0,190.53,12.58
2019-10-19,Beacon Hill,107,332,5,0,4.67,0.0,68.42,54,0.92,160.0,203.76,9.31
2019-10-19,Brighton,171,550,41,0,23.98,0.0,51.77,102,8.62,96.0,137.17,10.18
2019-10-19,Charlestown,89,323,23,0,25.84,0.0,47.44,58,2.36,189.0,218.42,10.97
2019-10-19,Chinatown,66,245,1,0,1.52,0.0,26.3,20,300.99,214.5,246.33,12.48
2019-10-19,Dorchester,473,1688,93,0,19.66,0.0,52.06,179,6.84,75.0,109.55,13.08
2019-10-19,Downtown,258,940,6,0,2.33,0.0,28.99,53,2184.26,199.0,234.06,13.92
2019-10-19,East Boston,214,722,69,0,32.24,0.0,91.84,112,3.13,105.0,124.45,11.82
2019-10-19,Fenway,241,892,9,0,3.73,0.0,26.35,60,2180.51,220.0,254.5,15.02
2019-10-19,Hyde Park,42,115,6,0,14.29,0.0,36.17,32,14.89,70.5,83.95,17.69
2019-10-19,Jamaica Plain,258,987,67,0,25.97,0.0,63.08,160,6.81,121.5,169.6,10.17
2019-10-19,Leather District,1,2,0,0,0.0,0.0,6.0,1,0.97,170.0,170.0,12.0
2019-10-19,Longwood Medical Area,4,5,0,0,0.0,0.0,275.75,3,207.21,94.5,122.5,8.0
2019-10-19,Mattapan,51,155,16,0,31.37,0.0,45.53,26,9.67,67.0,75.25,15.31
2019-10-19,Mission Hill,119,620,6,0,5.04,0.0,25.34,28,301.09,239.0,283.24,16.74
2019-10-19,North End,115,532,10,0,8.7,0.0,131.58,49,0.8,170.0,205.58,8.79
2019-10-19,Roslindale,91,273,28,0,30.77,0.0,42.45,60,10.59,69.0,98.88,12.34
2019-10-19,Roxbury,245,826,32,0,13.06,0.0,57.27,110,4.93,80.0,153.88,11.62
2019-10-19,South Boston,161,683,41,0,25.47,0.0,63.51,101,3.36,179.0,236.7,11.07
2019-10-19,South Boston Waterfront,75,250,1,0,1.33,0.0,15.73,16,4012.21,250.0,310.59,20.17
2019-10-19,South End,213,684,36,0,16.9,0.0,70.53,102,2.95,175.0,246.3,9.36
2019-10-19,West End,86,329,1,0,1.16,0.0,12.16,17,306.14,246.0,263.74,16.41
2019-10-19,West Roxbury,59,211,22,0,37.29,0.0,44.86,36,12.47,75.0,116.46,13.51
2019-11-21,Allston,273,718,27,0,9.89,0.0,24.92,151,6.22,88.0,113.21,8.15
2019-11-21,Back Bay,287,957,22,0,7.67,0.0,32.05,156,2.7,200.0,277.26,9.93
2019-11-21,Bay Village,59,145,34,0,57.63,0.0,23.95,22,2183.41,125.0,188.93,20.0
2019-11-21,Beacon Hill,169,489,23,0,13.61,0.0,51.44,110,0.89,168.0,204.67,7.91
2019-11-21,Brighton,264,773,57,0,21.59,0.0,37.13,176,8.56,82.5,113.88,9.31
2019-11-21,Charlestown,123,439,39,0,31.71,0.0,37.16,90,2.45,199.0,233.42,8.72
2019-11-21,Chinatown,106,365,3,0,2.83,0.0,26.53,29,443.19,199.5,231.92,13.54
2019-11-21,Dorchester,519,1792,158,0,30.44,0.0,49.44,220,6.84,75.0,147.39,16.4
2019-11-21,Downtown,379,1355,120,0,31.66,0.0,27.9,103,2184.2,199.0,223.64,15.75
2019-11-21,East Boston,263,879,87,0,33.08,0.0,82.09,152,2.79,110.0,128.14,12.36
2019-11-21,Fenway,284,952,62,0,21.83,0.0,22.57,130,297.88,181.0,212.35,12.48
2019-11-21,Hyde Park,45,120,12,0,26.67,0.0,33.07,33,14.52,69.0,85.22,16.89
2019-11-21,Jamaica Plain,391,1462,140,0,35.81,0.0,47.43,265,6.86,110.0,174.8,9.34
2019-11-21,Leather District,4,12,1,0,25.0,0.0,5.0,4,0.97,174.5,241.0,5.5
2019-11-21,Longwood Medical Area,9,21,1,0,11.11,0.0,130.44,7,4.79,105.0,110.33,6.11
2019-11-21,Mattapan,59,177,24,0,40.68,0.0,43.42,27,9.47,67.0,81.73,19.42
2019-11-21,Mission Hill,148,636,13,0,8.78,0.0,20.09,64,296.24,199.0,234.28,13.2
2019-11-21,North End,132,474,16,0,12.12,0.0,97.65,84,0.87,179.0,203.01,7.36
2019-11-21,Roslindale,98,278,32,0,32.65,0.0,40.35,67,10.69,69.0,94.47,13.58
2019-11-21,Roxbury,305,1016,61,0,20.0,0.0,50.58,157,4.93,75.0,134.52,12.01
2019-11-21,South Boston,210,807,76,0,36.19,0.0,51.12,150,3.37,159.5,218.45,10.72
2019-11-21,South Boston Waterfront,90,289,4,0,4.44,0.0,16.39,29,4012.1,250.0,320.51,16.84
2019-11-21,South End,326,980,105,0,32.21,0.0,49.01,180,2.88,165.0,214.86,11.22
2019-11-21,West End,85,326,1,0,1.18,0.0,14.08,28,306.27,226.0,268.48,18.34
2019-11-21,West Roxbury,72,239,28,0,38.89,0.0,40.78,45,12.96,80.0,107.93,12.92
2019-12-04,Allston,124,361,29,0,23.39,0.0,23.33,37,6.07,130.5,127.65,14.77
2019-12-04,Back Bay,114,354,39,0,34.21,0.0,42.89,50,2.71,180.0,308.2,14.11
2019-12-04,Bay Village,54,128,42,0,77.78,0.0,24.98,12,2183.42,124.0,181.22,18.5
2019-12-04,Beacon Hill,77,241,38,0,49.35,0.0,69.3,37,0.95,161.0,258.71,13.12
2019-12-04,Brighton,67,239,44,0,65.67,0.0,69.51,49,8.17,125.0,139.58,11.51
2019-12-04,Charlestown,56,198,43,0,76.79,0.0,59.45,39,2.17,150.0,189.43,11.8
2019-12-04,Chinatown,25,103,3,0,12.0,0.0,32.2,8,17.51,199.0,222.96,21.76
2019-12-04,Dorchester,217,751,188,0,86.64,0.0,63.76,85,6.68,75.0,189.3,16.9
2019-12-04,Downtown,180,684,117,0,65.0,0.0,31.18,37,2184.19,150.0,190.94,15.73
2019-12-04,East Boston,113,429,93,0,82.3,0.0,93.21,66,3.02,115.0,132.04,14.43
2019-12-04,Fenway,142,475,63,0,44.37,0.0,22.95,36,2180.79,188.5,228.35,16.06
2019-12-04,Hyde Park,17,62,11,0,64.71,0.0,57.12,14,12.98,80.0,102.82,10.76
2019-12-04,Jamaica Plain,191,685,146,0,76.44,0.0,73.6,128,6.72,125.0,141.03,12.74
2019-12-04,Leather District,2,4,1,0,50.0,0.0,5.0,2,0.95,174.5,174.5,5.0
2019-12-04,Longwood Medical Area,4,14,2,0,50.0,0.0,1.25,4,1101.51,198.5,211.75,11.25
2019-12-04,Mattapan,25,71,25,0,100.0,0.0,64.36,11,9.54,57.0,60.72,12.08
2019-12-04,Mission Hill,76,367,17,0,22.37,0.0,16.39,18,2179.68,279.0,260.54,16.79
2019-12-04,North End,56,206,22,0,39.29,0.0,112.36,28,0.97,195.0,192.8,11.43
2019-12-04,Roslindale,47,129,36,0,76.6,0.0,49.81,31,10.45,69.0,92.15,14.28
2019-12-04,Roxbury,99,352,77,0,77.78,0.0,80.69,56,4.78,95.0,142.96,14.41
2019-12-04,South Boston,73,280,63,0,86.3,0.0,86.67,58,3.23,175.0,211.38,11.18
2019-12-04,South Boston Waterfront,13,41,3,0,23.08,0.0,60.69,6,302.25,145.0,195.0,25.15
2019-12-04,South End,189,580,141,0,74.6,0.0,60.94,70,22.03,160.0,179.92,14.3
2019-12-04,West End,36,125,2,0,5.56,0.0,27.5,10,301.16,177.0,213.17,23.81
2019-12-04,West Roxbury,36,113,27,0,75.0,0.0,66.36,22,12.37,62.5,107.42,15.22
2019-12-05,Dorchester,1,6,1,0,100.0,0.0,86.0,1,2183.02,100.0,100.0,22.0
2019-12-05,Hyde Park,1,2,1,0,100.0,0.0,77.0,1,28.94,72.0,72.0,0.0
2020-01-05,Allston,134,379,36,0,26.87,0.0,28.0,40,6.07,104.5,124.72,13.88
2020-01-05,Back Bay,116,371,43,0,37.07,0.0,46.49,50,2.65,195.0,312.81,13.67
2020-01-05,Bay Village,61,140,49,0,80.33,0.0,23.97,12,2183.43,121.0,174.26,13.36
2020-01-05,Beacon Hill,89,272,39,0,43.82,0.0,68.58,40,0.93,162.0,244.36,12.11
2020-01-05,Brighton,80,285,52,0,65.0,0.0,60.65,48,8.32,117.0,140.93,12.48
2020-01-05,Charlestown,58,208,47,0,81.03,0.0,58.29,38,2.47,162.5,196.71,13.03
2020-01-05,Chinatown,30,125,4,0,13.33,0.0,36.57,10,164.01,202.5,252.83,19.4
2020-01-05,Dorchester,261,915,234,0,89.66,0.0,66.73,100,6.66,72.0,174.95,19.13
2020-01-05,Downtown,138,506,62,0,44.93,0.0,36.87,40,21.99,156.0,186.8,15.61
2020-01-05,East Boston,132,495,112,0,84.85,0.0,88.15,79,3.11,110.0,128.68,16.21
2020-01-05,Fenway,139,459,63,0,45.32,0.0,22.29,34,2180.77,179.0,218.95,14.01
2020-01-05,Hyde Park,18,58,14,0,77.78,0.0,60.83,16,12.65,77.5,98.22,12.44
2020-01-05,Jamaica Plain,205,739,162,0,79.02,0.0,71.38,132,6.79,120.0,142.79,14.94
2020-01-05,Leather District,2,4,1,0,50.0,0.0,6.0,2,0.95,174.5,174.5,14.0
2020-01-05,Longwood Medical Area,4,14,2,0,50.0,0.0,1.25,4,1101.51,198.5,211.75,12.5
2020-01-05,Mattapan,32,92,32,0,100.0,0.0,54.38,14,9.47,54.5,70.47,15.88
2020-01-05,Mission Hill,90,443,20,0,22.22,0.0,16.12,19,2179.69,279.0,269.0,17.04
2020-01-05,North End,56,201,25,0,44.64,0.0,111.77,31,0.97,195.0,195.71,14.77
2020-01-05,Roslindale,50,147,39,0,78.0,0.0,48.22,32,10.5,72.5,94.72,18.46
2020-01-05,Roxbury,131,425,110,0,83.97,0.0,67.73,68,5.09,80.0,125.1,16.21
2020-01-05,South Boston,92,333,82,0,89.13,0.0,69.64,70,3.2,159.0,207.04,13.4
2020-01-05,South Boston Waterfront,12,32,4,0,33.33,0.0,69.5,6,154.21,143.0,165.58,17.17
2020-01-05,South End,159,427,112,0,70.44,0.0,69.52,67,2.8,150.0,172.91,10.04
2020-01-05,West End,45,170,2,0,4.44,0.0,17.33,8,301.29,249.0,267.98,18.02
2020-01-05,West Roxbury,34,111,28,0,82.35,0.0,68.76,23,12.28,70.0,115.79,12.68
2020-01-17,South Boston,2,14,2,0,100.0,0.0,60.5,2,15.68,384.5,384.5,9.5
2020-02-13,Allston,130,396,36,0,27.69,0.0,33.98,40,6.03,130.5,132.0,13.42
2020-02-13,Back Bay,129,391,52,0,40.31,0.0,49.17,51,2.65,185.0,887.25,15.01
2020-02-13,Bay Village,61,140,50,0,81.97,0.0,26.72,13,2183.43,121.0,175.9,17.93
2020-02-13,Beacon Hill,95,283,44,0,46.32,0.0,75.01,40,0.95,168.0,240.58,12.19
2020-02-13,Brighton,86,296,55,0,63.95,0.0,59.84,49,8.42,100.0,133.91,11.88
2020-02-13,Charlestown,68,245,58,0,85.29,0.0,54.28,43,2.2,190.0,214.07,10.44
2020-02-13,Chinatown,31,128,3,0,9.68,0.0,41.87,10,300.86,199.0,236.23,18.35
2020-02-13,Dorchester,290,1063,254,0,87.59,0.0,64.28,109,6.62,75.0,179.7,17.58
2020-02-13,Downtown,146,536,62,0,42.47,0.0,32.75,36,3.9,156.5,331.51,16.79
2020-02-13,East Boston,134,504,112,0,83.58,0.0,100.07,77,3.03,110.0,130.07,12.34
2020-02-13,Fenway,136,451,63,0,46.32,0.0,20.51,32,2180.8,184.0,235.87,14.43
2020-02-13,Hyde Park,18,50,15,0,83.33,0.0,48.33,14,13.84,70.0,89.06,11.5
2020-02-13,Jamaica Plain,207,763,170,0,82.13,0.0,71.21,130,6.85,122.0,154.26,15.09
2020-02-13,Leather District,1,2,1,0,100.0,0.0,10.0,1,0.97,170.0,170.0,12.0
2020-02-13,Longwood Medical Area,4,11,2,0,50.0,0.0,1.25,3,1092.68,224.0,249.0,23.5
2020-02-13,Mattapan,38,121,38,0,100.0,0.0,51.03,17,9.53,68.5,76.87,12.82
2020-02-13,Mission Hill,96,503,21,0,21.88,0.0,17.31,20,2179.69,279.0,300.2,15.52
2020-02-13,North End,60,209,25,0,41.67,0.0,103.65,32,0.95,192.5,190.47,13.63
2020-02-13,Roslindale,52,155,43,0,82.69,0.0,50.15,35,10.48,72.5,99.58,14.4
2020-02-13,Roxbury,154,553,124,0,80.52,0.0,66.5,75,5.0,90.5,146.72,14.17
2020-02-13,South Boston,103,404,93,0,90.29,0.0,63.77,71,3.18,150.0,229.37,12.42
2020-02-13,South Boston Waterfront,11,30,3,0,27.27,0.0,74.73,5,302.22,141.0,157.91,17.64
2020-02-13,South End,160,441,115,0,71.88,0.0,76.09,62,2.8,150.0,179.29,11.98
2020-02-13,West End,44,168,2,0,4.55,0.0,13.45,8,2021.82,249.0,269.43,16.61
2020-02-13,West Roxbury,34,118,29,0,85.29,0.0,69.85,23,12.24,74.5,128.12,12.47
